parameter_group,parameter,unit,temperature_C,value,evidence_class,reference_code,calculation_method,note
decay,k_dec_X_i,d^-1,45,0.0283,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
decay,k_dec_X_i,d^-1,50,0.0336,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
decay,k_dec_X_i,d^-1,55,0.04,literature_parameter_anchor,IWA02,55 C thermophilic anchor,K_I_h2_fa is retained from the 35 C model because the IWA thermophilic set lists it as N/A.
decay,k_dec_X_i,d^-1,60,0.04,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
decay,k_dec_X_i,d^-1,65,0.04,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
mass_transfer,k_L_a,d^-1,10,141.1,scaled_empirical_function,B15; BASE35,"kLa(T)=200*(0.56*T+27.9)/(0.56*35+27.9), rounded to one decimal",The relative temperature response is retained while kLa(35 C)=200 d^-1.
mass_transfer,k_L_a,d^-1,15,152.8,scaled_empirical_function,B15; BASE35,"kLa(T)=200*(0.56*T+27.9)/(0.56*35+27.9), rounded to one decimal",The relative temperature response is retained while kLa(35 C)=200 d^-1.
mass_transfer,k_L_a,d^-1,20,164.6,scaled_empirical_function,B15; BASE35,"kLa(T)=200*(0.56*T+27.9)/(0.56*35+27.9), rounded to one decimal",The relative temperature response is retained while kLa(35 C)=200 d^-1.
mass_transfer,k_L_a,d^-1,25,176.4,scaled_empirical_function,B15; BASE35,"kLa(T)=200*(0.56*T+27.9)/(0.56*35+27.9), rounded to one decimal",The relative temperature response is retained while kLa(35 C)=200 d^-1.
mass_transfer,k_L_a,d^-1,30,188.2,scaled_empirical_function,B15; BASE35,"kLa(T)=200*(0.56*T+27.9)/(0.56*35+27.9), rounded to one decimal",The relative temperature response is retained while kLa(35 C)=200 d^-1.
mass_transfer,k_L_a,d^-1,35,200,scaled_empirical_function,B15; BASE35,"kLa(T)=200*(0.56*T+27.9)/(0.56*35+27.9), rounded to one decimal",The relative temperature response is retained while kLa(35 C)=200 d^-1.
mass_transfer,k_L_a,d^-1,40,211.8,scaled_empirical_function,B15; BASE35,"kLa(T)=200*(0.56*T+27.9)/(0.56*35+27.9), rounded to one decimal",The relative temperature response is retained while kLa(35 C)=200 d^-1.
mass_transfer,k_L_a,d^-1,45,223.6,scaled_empirical_function,B15; BASE35,"kLa(T)=200*(0.56*T+27.9)/(0.56*35+27.9), rounded to one decimal",The relative temperature response is retained while kLa(35 C)=200 d^-1.
mass_transfer,k_L_a,d^-1,50,235.4,scaled_empirical_function,B15; BASE35,"kLa(T)=200*(0.56*T+27.9)/(0.56*35+27.9), rounded to one decimal",The relative temperature response is retained while kLa(35 C)=200 d^-1.
mass_transfer,k_L_a,d^-1,55,247.2,scaled_empirical_function,B15; BASE35,"kLa(T)=200*(0.56*T+27.9)/(0.56*35+27.9), rounded to one decimal",The relative temperature response is retained while kLa(35 C)=200 d^-1.
mass_transfer,k_L_a,d^-1,60,258.9,scaled_empirical_function,B15; BASE35,"kLa(T)=200*(0.56*T+27.9)/(0.56*35+27.9), rounded to one decimal",The relative temperature response is retained while kLa(35 C)=200 d^-1.
mass_transfer,k_L_a,d^-1,65,270.7,scaled_empirical_function,B15; BASE35,"kLa(T)=200*(0.56*T+27.9)/(0.56*35+27.9), rounded to one decimal",The relative temperature response is retained while kLa(35 C)=200 d^-1.
fixed_pH_and_pressure,pH_LL_aa,dimensionless,10,4,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_aa,dimensionless,15,4,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_aa,dimensionless,20,4,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_aa,dimensionless,25,4,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_aa,dimensionless,30,4,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_aa,dimensionless,35,4,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_aa,dimensionless,40,4,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_aa,dimensionless,45,4,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_aa,dimensionless,50,4,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_aa,dimensionless,55,4,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_aa,dimensionless,60,4,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_aa,dimensionless,65,4,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_aa,dimensionless,10,5.5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_aa,dimensionless,15,5.5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_aa,dimensionless,20,5.5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_aa,dimensionless,25,5.5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_aa,dimensionless,30,5.5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_aa,dimensionless,35,5.5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_aa,dimensionless,40,5.5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_aa,dimensionless,45,5.5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_aa,dimensionless,50,5.5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_aa,dimensionless,55,5.5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_aa,dimensionless,60,5.5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_aa,dimensionless,65,5.5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_aa,kmol H+ m^-3,10,0.0000177828,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_aa,kmol H+ m^-3,15,0.0000177828,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_aa,kmol H+ m^-3,20,0.0000177828,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_aa,kmol H+ m^-3,25,0.0000177828,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_aa,kmol H+ m^-3,30,0.0000177828,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_aa,kmol H+ m^-3,35,0.0000177828,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_aa,kmol H+ m^-3,40,0.0000177828,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_aa,kmol H+ m^-3,45,0.0000177828,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_aa,kmol H+ m^-3,50,0.0000177828,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_aa,kmol H+ m^-3,55,0.0000177828,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_aa,kmol H+ m^-3,60,0.0000177828,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_aa,kmol H+ m^-3,65,0.0000177828,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,nn_aa,dimensionless,10,2,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,nn_aa,dimensionless,15,2,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,nn_aa,dimensionless,20,2,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,nn_aa,dimensionless,25,2,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,nn_aa,dimensionless,30,2,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,nn_aa,dimensionless,35,2,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,nn_aa,dimensionless,40,2,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,nn_aa,dimensionless,45,2,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,nn_aa,dimensionless,50,2,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,nn_aa,dimensionless,55,2,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,nn_aa,dimensionless,60,2,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,nn_aa,dimensionless,65,2,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_ac,dimensionless,10,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_ac,dimensionless,15,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_ac,dimensionless,20,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_ac,dimensionless,25,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_ac,dimensionless,30,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_ac,dimensionless,35,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_ac,dimensionless,40,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_ac,dimensionless,45,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_ac,dimensionless,50,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_ac,dimensionless,55,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_ac,dimensionless,60,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_ac,dimensionless,65,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_ac,dimensionless,10,7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_ac,dimensionless,15,7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_ac,dimensionless,20,7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_ac,dimensionless,25,7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_ac,dimensionless,30,7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_ac,dimensionless,35,7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_ac,dimensionless,40,7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_ac,dimensionless,45,7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_ac,dimensionless,50,7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_ac,dimensionless,55,7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_ac,dimensionless,60,7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_ac,dimensionless,65,7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_ac,kmol H+ m^-3,10,3.16228e-7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_ac,kmol H+ m^-3,15,3.16228e-7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_ac,kmol H+ m^-3,20,3.16228e-7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_ac,kmol H+ m^-3,25,3.16228e-7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_ac,kmol H+ m^-3,30,3.16228e-7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_ac,kmol H+ m^-3,35,3.16228e-7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_ac,kmol H+ m^-3,40,3.16228e-7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_ac,kmol H+ m^-3,45,3.16228e-7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_ac,kmol H+ m^-3,50,3.16228e-7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_ac,kmol H+ m^-3,55,3.16228e-7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_ac,kmol H+ m^-3,60,3.16228e-7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_ac,kmol H+ m^-3,65,3.16228e-7,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_ac,dimensionless,10,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_ac,dimensionless,15,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_ac,dimensionless,20,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_ac,dimensionless,25,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_ac,dimensionless,30,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_ac,dimensionless,35,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_ac,dimensionless,40,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_ac,dimensionless,45,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_ac,dimensionless,50,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_ac,dimensionless,55,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_ac,dimensionless,60,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_ac,dimensionless,65,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_h2,dimensionless,10,5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_h2,dimensionless,15,5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_h2,dimensionless,20,5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_h2,dimensionless,25,5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_h2,dimensionless,30,5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_h2,dimensionless,35,5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_h2,dimensionless,40,5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_h2,dimensionless,45,5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_h2,dimensionless,50,5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_h2,dimensionless,55,5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_h2,dimensionless,60,5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_LL_h2,dimensionless,65,5,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_h2,dimensionless,10,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_h2,dimensionless,15,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_h2,dimensionless,20,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
